,text,target,loss_by_words,loss_by_sentences,max_word_loss
7506,Ah xem 2-3 chục bn thì ms cs 1 b cung nô xấu như e. Kbt nên buồn hay zui :'))),Anh xem 2-3 chục bạn thì mới có 1 bạn cung Nô xấu như em. Không biết nên buồn hay vui :'))),"<s>: 0.0149, ▁Anh: 0.0198, ▁xem: 0.0163, ▁2-3: 0.0078, ▁chục: 0.0007, ▁bạn: 0.04, ▁thì: 0.0598, ▁mới: 0.02, ▁có: 0.0504, ▁1: 0.1045, ▁bạn: 0.0317, ▁cung: 0.0081, ▁N: 11.1965, ô: 0.5841, ▁xấu: 0.0096, ▁như: 0.0944, ▁em: 0.0452, .: 0.0632, ▁Không: 0.2195, ▁biết: 0.007, ▁nên: 0.0616, ▁buồn: 0.003, ▁hay: 0.0413, ▁vui: 0.0275, ▁:: 0.029, ': 0.1464, ))): 0.0097, </s>: 0.0362",0.4624,11.1965
1791,Bách nay lớn r Ht xem audio mak thay bằng xem thời sự ăn cơm r,Bách nay lớn rồi hết xem audio mà thay bằng xem thời sự ăn cơm rồi,"<s>: 0.0183, ▁B: 0.0445, ách: 0.0059, ▁nay: 0.0318, ▁lớn: 0.0049, ▁rồi: 0.0283, ▁hết: 8.2872, ▁xem: 0.053, ▁audio: 0.0022, ▁mà: 0.0465, ▁thay: 0.0237, ▁bằng: 0.0224, ▁xem: 0.0301, ▁thời: 0.0074, ▁sự: 0.0343, ▁ăn: 0.0167, ▁cơm: 0.0033, ▁rồi: 0.0363, </s>: 0.0741",0.4616,8.2872
6483,Yêu cầu: giao tiếp tiếng Ank cơ bản vì đa số là khách Hàn Quốc và mặt hàng khá dễ tư vấn (mứt dừa lạnk).,* Yêu cầu: giao tiếp tiếng Anh cơ bản vì đa số là khách Hàn Quốc và mặt hàng khá dễ tư vấn (mứt dừa lạnh).,"<s>: 0.0125, ▁*: 13.7064, ▁Yêu: 0.025, ▁cầu: 0.0594, :: 0.0367, ▁giao: 0.0069, ▁tiếp: 0.0134, ▁tiếng: 0.0217, ▁Anh: 0.0152, ▁cơ: 0.0214, ▁bản: 0.127, ▁vì: 0.0384, ▁đa: 0.0114, ▁số: 0.0778, ▁là: 0.0302, ▁khách: 0.0157, ▁Hàn: 0.0102, ▁Quốc: 0.0131, ▁và: 0.0647, ▁mặt: 0.005, ▁hàng: 0.0288, ▁khá: 0.0126, ▁dễ: 0.0085, ▁tư: 0.009, ▁vấn: 0.0118, ▁(: 0.065, m: 0.0113, ứ: 0.001, t: 0.0312, ▁dừa: 0.0009, ▁lạnh: 0.4269, ).: 0.2058, </s>: 0.0467",0.4597,13.7064
7491,Mk ko bt bác xem cho b nnao nhma b mk zới mk ik xem mak bác nch chung ko ns trọng tâm,Mình không biết bác xem cho bạn như nào nhưng mà bạn mình với mình đi xem mà bác nói chung chung không nói trọng tâm,"<s>: 0.0143, ▁Mình: 0.0696, ▁không: 0.0664, ▁biết: 0.0939, ▁bác: 0.0134, ▁xem: 0.0318, ▁cho: 0.0887, ▁bạn: 0.2797, ▁như: 0.1983, ▁nào: 0.9066, ▁nhưng: 0.0633, ▁mà: 0.0475, ▁bạn: 0.0403, ▁mình: 0.2257, ▁với: 0.0711, ▁mình: 0.0905, ▁đi: 0.0701, ▁xem: 0.0149, ▁mà: 0.0523, ▁bác: 0.015, ▁nói: 0.0149, ▁chung: 1.1878, ▁chung: 8.9291, ▁không: 0.1078, ▁nói: 0.0505, ▁trọng: 0.0109, ▁tâm: 0.0216, </s>: 0.0899",0.4595,8.9291
7017,"Mn ơi e/m chx ik coi bói bh, mak đg tíh đợt này ik xem.","Mọi người ơi em/mình chưa đi coi bói bao giờ, mà đang tính đợt này đi xem.","<s>: 0.0131, ▁Mọi: 0.0325, ▁người: 0.0658, ▁ơi: 0.0113, ▁em: 0.0735, /: 0.0404, m: 0.2677, ình: 9.8802, ▁chưa: 0.0371, ▁đi: 0.0502, ▁coi: 0.0042, ▁bó: 0.0006, i: 0.0267, ▁bao: 0.0859, ▁giờ: 0.056, ,: 0.0769, ▁mà: 0.0343, ▁đang: 0.4973, ▁tính: 0.0063, ▁đợt: 0.0003, ▁này: 0.0289, ▁đi: 0.0297, ▁xem: 0.0099, .: 0.0722, </s>: 0.0696",0.4588,9.8802
3245,Thấy bác ghi Úc ko cs XKLĐ em ms chợt nhớ lại.,Thấy bác ghi Úc không có xuất khẩu lao động em mới chợt nhớ lại.,"<s>: 0.015, ▁Th: 0.0196, ấ: 0.0127, y: 0.0556, ▁bác: 0.0232, ▁ghi: 0.0061, ▁Úc: 0.009, ▁không: 0.0915, ▁có: 0.0545, ▁xuất: 8.3343, ▁khẩu: 0.1958, ▁la: 0.6581, o: 0.1342, ▁động: 0.0115, ▁em: 0.1329, ▁mới: 0.0226, ▁chợ: 0.0005, t: 0.0493, ▁nhớ: 0.0094, ▁lại: 0.052, .: 0.0779, </s>: 0.0544",0.4555,8.3343
1108,xin zalo về gửi suộc cho t. Nhưg tới h thì 2 b ấy chỉ tặng cho t cái chai đók,xin zalo về gửi source cho tôi. Nhưng tới giờ thì 2 bạn ấy chỉ tặng cho tôi cái chai đó,"<s>: 0.0174, ▁xin: 0.0222, ▁za: 0.0206, lo: 0.0248, ▁về: 0.0535, ▁gửi: 0.0175, ▁source: 10.3053, ▁cho: 0.1023, ▁tôi: 0.1476, .: 0.0781, ▁Nhưng: 0.0771, ▁tới: 0.0335, ▁giờ: 0.0784, ▁thì: 0.0774, ▁2: 0.0533, ▁bạn: 0.0545, ▁ấy: 0.0253, ▁chỉ: 0.0636, ▁tặng: 0.0126, ▁cho: 0.0892, ▁tôi: 0.1191, ▁cái: 0.0626, ▁cha: 0.002, i: 0.0421, ▁đó: 0.1128, </s>: 0.0967",0.4534,10.3053
1289,hqua ik cả đất Hà Đông kh chỗ nào thưa cả (ảnh đây là cây gần cty t) May cs đơn bên Đan Phượng nên t chạy liên sang ds,hôm qua đi cả đất Hà Đông không chỗ nào thưa cả (ảnh đây là cây gần công ty tao) May có đơn bên Đan Phượng nên tao chạy luôn sang đó,"<s>: 0.0148, ▁hôm: 0.0307, ▁qua: 0.0768, ▁đi: 0.0486, ▁cả: 0.0312, ▁đất: 0.0135, ▁Hà: 0.0431, ▁Đông: 0.0155, ▁không: 0.0401, ▁chỗ: 0.038, ▁nào: 0.0211, ▁thư: 0.0106, a: 0.0128, ▁cả: 0.037, ▁(: 0.0632, ả: 0.0056, nh: 0.014, ▁đây: 0.0251, ▁là: 0.0503, ▁cây: 0.0066, ▁gần: 0.0151, ▁công: 0.3387, ▁ty: 0.087, ▁tao: 4.0424, ): 0.0341, ▁May: 0.0323, ▁có: 0.1435, ▁đơn: 0.0018, ▁bên: 0.0452, ▁Đ: 0.0447, an: 0.0204, ▁Ph: 0.0037, ượng: 0.0026, ▁nên: 0.0561, ▁tao: 1.686, ▁chạy: 0.0031, ▁luôn: 10.8059, ▁sang: 0.0294, ▁đó: 0.0072, </s>: 0.0801",0.4519,10.8059
1745,Ns nửa câu lại “dặ” 1 cái tất cả là tại ôg 😞,Nói nửa câu lại “dạ” 1 cái tất cả là tại ông 😞,"<s>: 0.0167, ▁Nói: 0.0609, ▁nửa: 0.0151, ▁câu: 0.0103, ▁lại: 0.0337, ▁“: 0.0528, d: 0.0271, ạ: 7.3311, ”: 0.0074, ▁1: 0.2029, ▁cái: 0.0244, ▁tất: 0.0186, ▁cả: 0.0269, ▁là: 0.103, ▁tại: 0.0371, ▁ông: 0.0241, <unk>: 0.0785, </s>: 0.0465",0.4509,7.3311
7369,"Nguồn lực cá nhân (nhân hoà) lên vận theo từng Thái tuế của chu kỳ tiểu vận, k đánh giá hay dán nhãn e ạk.","Nguồn lực cá nhân (nhân hòa) lên vận theo từng Thái Tuế của chu kỳ tiểu vận, không đánh giá hay dán nhãn em ạ.","<s>: 0.0123, ▁Nguồn: 0.0371, ▁lực: 0.0137, ▁cá: 0.0674, ▁nhân: 0.0839, ▁(: 0.0677, n: 0.0223, hân: 0.0002, <unk>: 9.678, ): 0.0281, ▁lên: 0.0623, ▁vận: 0.0029, ▁theo: 0.0173, ▁từng: 0.0082, ▁Thái: 0.0011, ▁Tu: 4.0245, ế: 0.0174, ▁của: 0.0946, ▁chu: 0.0176, ▁kỳ: 0.0137, ▁tiểu: 0.0004, ▁vận: 0.0107, ,: 0.1149, ▁không: 0.1143, ▁đánh: 0.0104, ▁giá: 0.0249, ▁hay: 0.0608, ▁dán: 0.0003, ▁nhãn: 0.0005, ▁em: 0.1011, ▁ạ: 0.0352, .: 0.0692, </s>: 0.0448",0.4502,9.678
4909,Mik từng cs thu nhập loanh quoanh 200tr đều đặn hàng tháng trg 1 năm cách đây 3-4 năm trc.,Mình từng có thu nhập loanh quanh 200 triệu đều đặn hàng tháng trong 1 năm cách đây 3-4 năm trước.,"<s>: 0.0132, ▁Mình: 0.0598, ▁từng: 0.0173, ▁có: 0.0604, ▁thu: 0.0249, ▁nhập: 0.0414, ▁loan: 0.0002, h: 0.0135, ▁quanh: 10.8241, ▁200: 0.0485, ▁triệu: 0.4155, ▁đều: 0.0093, ▁đ: 0.1597, ặ: 0.0139, n: 0.0299, ▁hàng: 0.0155, ▁tháng: 0.0133, ▁trong: 0.0642, ▁1: 0.0624, ▁năm: 0.0243, ▁cách: 0.0113, ▁đây: 0.0168, ▁3-4: 0.0067, ▁năm: 0.0433, ▁trước: 0.0308, .: 0.0568, </s>: 0.0592",0.4495,10.8241
6658,vì nếu tl ko khéo thì NTD sẽ mặc định rằng b là ng nhảy ziệc và rất khó đặt niềm tin.,vì nếu trả lời không khéo thì nhà tuyển dụng sẽ mặc định rằng bạn là người nhảy việc và rất khó đặt niềm tin.,"<s>: 0.0128, ▁vì: 0.0712, ▁nếu: 0.0296, ▁trả: 0.1286, ▁lời: 0.0012, ▁không: 0.071, ▁khéo: 0.0013, ▁thì: 0.0865, ▁nhà: 9.7341, ▁tuyển: 1.8022, ▁dụng: 0.0866, ▁sẽ: 0.0468, ▁mặc: 0.0011, ▁định: 0.0205, ▁rằng: 0.02, ▁bạn: 0.0446, ▁là: 0.0528, ▁người: 0.0644, ▁nhảy: 0.0008, ▁việc: 0.0087, ▁và: 0.0556, ▁rất: 0.0177, ▁khó: 0.0135, ▁đặt: 0.003, ▁niềm: 0.0009, ▁tin: 0.018, .: 0.1038, </s>: 0.0641",0.4486,9.7341
7998,mnf ng yêu cũ qay về thành côg trc thềm 2026 rùi mng ơi 😝😝 hoá ra manifest là cs thậttt mấy ngày nay cứ nổ hũ hoài thuii,manifest người yêu cũ quay về thành công trước thềm 2026 rồi mọi người ơi 😝😝 hóa ra manifest là có thật mấy ngày nay cứ nổ hũ hoài thôi,"<s>: 0.0143, ▁manifest: 9.7429, ▁người: 0.9007, ▁yêu: 0.0329, ▁cũ: 0.0023, ▁quay: 0.1195, ▁về: 0.039, ▁thành: 0.0475, ▁công: 0.0034, ▁trước: 0.0525, ▁th: 0.0175, ề: 0.0052, m: 0.0215, ▁20: 0.0038, 26: 0.0035, ▁rồi: 0.0392, ▁mọi: 0.0337, ▁người: 0.0484, ▁ơi: 0.0116, ▁: 0.0372, <unk>: 0.032, <unk>: 0.0417, ▁hóa: 5.7386, ▁ra: 0.0281, ▁manifest: 0.0014, ▁là: 0.0769, ▁có: 0.0778, ▁thật: 0.0016, ▁mấy: 0.009, ▁ngày: 0.0293, ▁nay: 0.0587, ▁cứ: 0.0087, ▁nổ: 0.0004, ▁h: 0.0168, ũ: 0.0041, ▁h: 0.0117, oài: 0.001, ▁thôi: 0.104, </s>: 0.0724",0.4485,9.7429
6947,"- Nếu ngta ns b cs hoạ về lời qua tiếng lại, hãy ik hát karaoke cho dui.","- Nếu người ta nói bạn có họa về lời qua tiếng lại, hãy đi hát karaoke cho vui.","<s>: 0.0148, ▁-: 0.061, ▁Nếu: 0.0281, ▁người: 0.0606, ▁ta: 0.0473, ▁nói: 0.0887, ▁bạn: 0.0225, ▁có: 0.0934, <unk>: 8.4834, ▁về: 0.1646, ▁lời: 0.0217, ▁qua: 0.0465, ▁tiếng: 0.0222, ▁lại: 0.0207, ,: 0.1112, ▁hãy: 0.0116, ▁đi: 0.0368, ▁hát: 0.0077, ▁karaoke: 0.0048, ▁cho: 0.072, ▁vui: 0.6723, .: 0.0785, </s>: 0.0804",0.4457,8.4834
1557,ấy zị mak chỉ cần cs 4 5 ngày ckhai ik chs riêng cùng ngkhac 1 cách zẻ @@ Éo tin tưởng đk chút nào,ấy vậy mà chỉ cần có 4 5 ngày công khai đi chơi riêng cùng người khác 1 cách vui vẻ @@ Đéo tin tưởng được chút nào,"<s>: 0.0153, ▁ấy: 0.0091, ▁vậy: 0.3045, ▁mà: 0.0597, ▁chỉ: 0.0364, ▁cần: 0.0239, ▁có: 0.1057, ▁4: 0.0238, ▁5: 0.0508, ▁ngày: 0.0171, ▁công: 0.1358, ▁khai: 0.0523, ▁đi: 0.1429, ▁chơi: 0.068, ▁riêng: 0.006, ▁cùng: 0.0214, ▁người: 0.0847, ▁khác: 0.0199, ▁1: 0.2093, ▁cách: 0.0206, ▁vui: 2.4863, ▁vẻ: 0.0184, ▁: 0.1194, <unk>: 0.0747, ▁Đ: 9.9555, é: 0.4265, o: 0.0109, ▁tin: 0.0318, ▁tưởng: 0.0166, ▁được: 0.04, ▁chút: 0.0184, ▁nào: 0.0142, </s>: 0.0793",0.4454,9.9555
2086,Nhx mqh k ảnh hưởng hoặc ảnh hưởng tiêu cực đến bthan và cn ngày một ngày hai ks.,Những mối quan hệ không ảnh hưởng hoặc ảnh hưởng tiêu cực đến bản thân và con ngày một ngày hai không sao.,"<s>: 0.0142, ▁Những: 0.1664, ▁mối: 0.0204, ▁quan: 0.0186, ▁hệ: 0.0219, ▁không: 0.0697, ▁ảnh: 0.0187, ▁hưởng: 0.0107, ▁hoặc: 0.0284, ▁ảnh: 0.0169, ▁hưởng: 0.0271, ▁tiêu: 0.0133, ▁cực: 0.0644, ▁đến: 0.04, ▁bản: 0.0085, ▁thân: 0.0211, ▁và: 0.1065, ▁con: 0.3468, ▁ngày: 0.0565, ▁một: 0.1026, ▁ngày: 0.0162, ▁hai: 0.0273, ▁không: 1.5978, ▁sao: 8.5825, .: 0.0995, </s>: 0.0739",0.445,8.5825
2837,Buổi đầu ngày 21 và buổi sau ngày 28 cho buổi ws hiệu quả hơn nhé mng.,Buổi đầu ngày 21 và buổi sau ngày 28 cho buổi workshop hiệu quả hơn nhé mọi người.,"<s>: 0.0143, ▁B: 0.0367, uổi: 0.005, ▁đầu: 0.0312, ▁ngày: 0.0242, ▁21: 0.0032, ▁và: 0.0275, ▁buổi: 0.0039, ▁sau: 0.0172, ▁ngày: 0.0187, ▁28: 0.0023, ▁cho: 0.0149, ▁buổi: 0.003, ▁workshop: 9.2019, ▁hiệu: 0.008, ▁quả: 0.0456, ▁hơn: 0.0636, ▁nhé: 0.0164, ▁mọi: 0.009, ▁người: 0.0965, .: 0.0674, </s>: 0.0728",0.4447,9.2019
4006,hệ chất lượng cao bác ạk hệ tiêu chuẩn thì hphi bth hok bằng TV hệ chất lượng cao thì hphi thg x2 tiêu chuẩn,hệ chất lượng cao bác ạ hệ tiêu chuẩn thì học phí bình thường học bằng tiếng Việt hệ chất lượng cao thì học phí thường x2 tiêu chuẩn,"<s>: 0.0156, ▁hệ: 0.007, ▁chất: 0.0128, ▁lượng: 0.035, ▁cao: 0.0117, ▁bác: 0.0178, ▁ạ: 0.046, ▁hệ: 0.0178, ▁tiêu: 0.0295, ▁chuẩn: 0.0172, ▁thì: 0.058, ▁học: 1.1291, ▁phí: 0.159, ▁bình: 0.4548, ▁thường: 0.0145, ▁học: 0.0722, ▁bằng: 0.0196, ▁tiếng: 7.0882, ▁Việt: 3.5356, ▁hệ: 0.0983, ▁chất: 0.0129, ▁lượng: 0.0312, ▁cao: 0.0186, ▁thì: 0.0504, ▁học: 0.0494, ▁phí: 0.0286, ▁thường: 0.0312, ▁x: 0.9036, 2: 0.1359, ▁tiêu: 0.0091, ▁chuẩn: 0.0066, </s>: 0.0944",0.4441,7.0882
2439,Kco cái là tốt tuyệt đối hay xấu hoàn toàn cả.chỉ cs cái phù hợp nhất trg ko thời ấy thui.,Không có cái là tốt tuyệt đối hay xấu hoàn toàn cả. Chỉ có cái phù hợp nhất trong không thời ấy thôi.,"<s>: 0.014, ▁Không: 0.0632, ▁có: 0.055, ▁cái: 0.024, ▁là: 0.0755, ▁tốt: 0.0143, ▁tuyệt: 0.0008, ▁đối: 0.012, ▁hay: 0.036, ▁xấu: 0.0049, ▁hoàn: 0.0048, ▁toàn: 0.0096, ▁cả: 0.0199, .: 0.06, ▁Chỉ: 10.6232, ▁có: 0.0554, ▁cái: 0.0323, ▁phù: 0.0087, ▁hợp: 0.0105, ▁nhất: 0.027, ▁trong: 0.3582, ▁không: 0.2602, ▁thời: 0.0356, ▁ấy: 0.0268, ▁thôi: 0.006, .: 0.0748, </s>: 0.0612",0.4435,10.6232
6698,bên mkt fresher tầm bnhiu v ạk em ms ra trg lương htai 10 nma cty nhàm chán,bên marketing fresher tầm bao nhiêu vậy ạ em mới ra trường lương hiện tại 10 nhưng mà công ty nhàm chán,"<s>: 0.0152, ▁bên: 0.0608, ▁marketing: 1.8257, ▁fresh: 0.0003, er: 0.0039, ▁tầm: 0.0008, ▁bao: 0.0017, ▁nhiêu: 0.0134, ▁vậy: 0.0152, ▁ạ: 0.0115, ▁em: 0.0916, ▁mới: 0.0158, ▁ra: 0.0426, ▁trường: 0.0469, ▁lương: 0.0056, ▁hiện: 8.5491, ▁tại: 0.258, ▁10: 0.0084, ▁nhưng: 0.1346, ▁mà: 0.0373, ▁công: 0.0641, ▁ty: 0.1788, ▁nhà: 0.0269, m: 0.0349, ▁chán: 0.0012, </s>: 0.0822",0.4433,8.5491
6512,nhg họ cg cs sẵn danh sách nlđ đã nghỉ ziệc để gửi dần sau 31/3 vẫn dc,nhưng họ cũng có sẵn danh sách người lao động đã nghỉ việc để gửi dần sau 31/3 vẫn được,"<s>: 0.0156, ▁nhưng: 0.0729, ▁họ: 0.0531, ▁cũng: 0.0484, ▁có: 0.0649, ▁sẵn: 0.0032, ▁danh: 0.0044, ▁sách: 0.0223, ▁người: 1.7307, ▁la: 7.461, o: 0.7026, ▁động: 0.0347, ▁đã: 0.038, ▁nghỉ: 0.0021, ▁việc: 0.0073, ▁để: 0.0991, ▁gửi: 0.0105, ▁dần: 0.0016, ▁sau: 0.0614, ▁3: 0.007, 1/3: 0.0047, ▁vẫn: 0.0593, ▁được: 0.0689, </s>: 0.058",0.443,7.461
532,";; cs thì Đậu c thất tình, k cs thì ấm ức em Cún xink nnay TS K CS RUMOR???",";; có thì Đậu con thất tình, không có thì ấm ức em Cún xinh như này TẠI SAO KHÔNG CÓ RUMOR???","<s>: 0.0139, ▁;: 0.0035, ;: 0.0551, ▁có: 0.0857, ▁thì: 0.0578, ▁Đ: 0.0206, ậu: 0.003, ▁con: 0.1744, ▁thất: 0.0086, ▁tình: 0.0428, ,: 0.0884, ▁không: 0.0998, ▁có: 0.043, ▁thì: 0.0894, ▁ấm: 0.0008, ▁: 0.0881, ức: 0.0025, ▁em: 0.0808, ▁Cú: 0.0014, n: 0.066, ▁xinh: 1.1098, ▁như: 0.5185, ▁này: 0.1376, ▁TẠI: 7.8938, ▁SA: 0.5806, O: 0.0368, ▁KHÔNG: 0.7698, ▁C: 2.3042, Ó: 0.0989, ▁RU: 0.0013, MOR: 0.0094, <unk>: 0.051, </s>: 0.0397",0.4417,7.8938
9413,Kp buông thả mak hãy cho bthan m đc trải nghiệm sau này ko phụ thuộc tc vào ai cs hp hơn nh nka,Không phải buông thả mà hãy cho bản thân mình được trải nghiệm sau này không phụ thuộc tình cảm vào ai cuộc sống hạnh phúc hơn nhiều nha,"<s>: 0.0141, ▁Không: 0.0821, ▁phải: 0.0573, ▁bu: 0.0036, ông: 0.0099, ▁thả: 0.0011, ▁mà: 0.0581, ▁hãy: 0.0132, ▁cho: 0.0403, ▁bản: 0.0043, ▁thân: 0.0303, ▁mình: 0.725, ▁được: 0.0887, ▁trải: 0.0017, ▁nghiệm: 0.0323, ▁sau: 0.0553, ▁này: 0.1043, ▁không: 0.1189, ▁phụ: 0.0253, ▁thuộc: 0.0479, ▁tình: 1.2323, ▁cảm: 0.2913, ▁vào: 0.1329, ▁ai: 0.0262, ▁cuộc: 8.3404, ▁sống: 0.1025, ▁hạnh: 2.1745, ▁phúc: 0.0285, ▁hơn: 0.0819, ▁nhiều: 0.0741, ▁nha: 0.0215, </s>: 0.0775",0.4405,8.3404
4806,Kiểu ng thík yên tĩnh lm vườn thik chăm sóc gđ cs cv nhẹ nhàng ổn định...nghĩ cảnh sáng ra 2vc chạy bộ r về chăm sóc vườn,Kiểu người thích yên tĩnh làm vườn thích chăm sóc gia đình có công việc nhẹ nhàng ổn định... nghĩ cảnh sáng ra hai vợ chồng chạy bộ rồi về chăm sóc vườn,"<s>: 0.0133, ▁Kiể: 0.0034, u: 0.087, ▁người: 0.0686, ▁thích: 0.0263, ▁yên: 0.0025, ▁tĩnh: 0.0162, ▁làm: 0.0951, ▁vườn: 0.0021, ▁thích: 0.0043, ▁chăm: 0.0052, ▁sóc: 0.0095, ▁gia: 0.0318, ▁đình: 0.0955, ▁có: 0.0915, ▁công: 0.1891, ▁việc: 0.0236, ▁nhẹ: 0.0132, ▁nhàng: 0.0052, ▁ổn: 0.0018, ▁định: 0.0096, ...: 0.0145, ▁nghĩ: 9.3353, ▁cảnh: 0.0057, ▁sáng: 0.0052, ▁ra: 0.0249, ▁hai: 4.6981, ▁vợ: 1.1474, ▁chồng: 0.0137, ▁chạy: 0.0055, ▁bộ: 0.0162, ▁rồi: 0.0306, ▁về: 0.0379, ▁chăm: 0.0021, ▁sóc: 0.0085, ▁vườn: 0.0029, </s>: 0.1476",0.4403,9.3353
1117,"Mưa lưả, hoả ca, hoả lực pằng pằng chéo😶","Mưa lửa, hoả ca, hoả lực pằng pằng chéo😶","<s>: 0.015, ▁M: 0.043, ư: 0.0044, a: 0.0189, ▁lửa: 7.0948, ,: 0.0694, ▁ho: 0.1155, ả: 0.0116, ▁ca: 0.021, ,: 0.1121, ▁ho: 0.2434, ả: 0.0308, ▁lực: 0.0072, ▁p: 1.3498, ằng: 0.0074, ▁p: 0.2348, ằng: 0.0021, ▁: 0.1177, ché: 0.0014, o: 0.0415, <unk>: 0.0755, </s>: 0.0657",0.4401,7.0948
6953,"dnay em cứ liên tục gặp p vđ về tngt, hỏng hóc về xe ms mua thì em nên lm j ạk","dạo này em cứ liên tục gặp phải vấn đề về tai nạn giao thông, hỏng hóc về xe mới mua thì em nên làm gì ạ","<s>: 0.0139, ▁dạ: 0.0785, o: 0.0018, ▁này: 0.0818, ▁em: 0.0639, ▁cứ: 0.0187, ▁liên: 0.0109, ▁tục: 0.0168, ▁gặp: 0.0058, ▁phải: 0.4751, ▁vấn: 0.0675, ▁đề: 0.0067, ▁về: 0.0913, ▁tai: 7.2482, ▁nạn: 1.7758, ▁giao: 2.8802, ▁thông: 0.5132, ,: 0.056, ▁hỏng: 0.0076, ▁hó: 0.0026, c: 0.137, ▁về: 0.0658, ▁xe: 0.0177, ▁mới: 0.0343, ▁mua: 0.0388, ▁thì: 0.0991, ▁em: 0.0892, ▁nên: 0.0396, ▁làm: 0.0266, ▁gì: 0.0149, ▁ạ: 0.0217, </s>: 0.0812",0.4401,7.2482
4997,để đánh đổi cs nợ nần áp lực bằng cờ bạc k ?,để đánh đổi cuộc sống nợ nần áp lực bằng cờ bạc không ?,"<s>: 0.0139, ▁để: 0.2263, ▁đánh: 0.011, ▁đổi: 0.0148, ▁cuộc: 7.142, ▁sống: 0.0557, ▁nợ: 0.0722, ▁n: 0.0247, ầ: 0.0089, n: 0.0533, ▁áp: 0.0061, ▁lực: 0.0241, ▁bằng: 0.0474, ▁cờ: 0.007, ▁bạc: 0.0036, ▁không: 0.1257, ▁?: 0.016, </s>: 0.0647",0.4399,7.142
3439,Đg cs ctrinh j hả c s em thấy mn mua nh z ạk. Srr em k bt nên hỏi ạk huhu,Đang có chương trình gì hả chị sao em thấy mọi người mua nhiều thế ạ. Xin lỗi em không biết nên hỏi ạ huhu,"<s>: 0.0143, ▁Đang: 0.0766, ▁có: 0.071, ▁chương: 0.2613, ▁trình: 0.0336, ▁gì: 0.0208, ▁hả: 0.0057, ▁chị: 0.7135, ▁sao: 0.1398, ▁em: 0.0838, ▁thấy: 0.0156, ▁mọi: 0.024, ▁người: 0.0407, ▁mua: 0.0207, ▁nhiều: 0.0299, ▁thế: 0.8714, ▁ạ: 0.0064, .: 0.045, ▁Xin: 9.1743, ▁lỗi: 0.4946, ▁em: 0.1496, ▁không: 0.0498, ▁biết: 0.0473, ▁nên: 0.0938, ▁hỏi: 0.028, ▁ạ: 0.0201, ▁: 0.1194, huhu: 0.001, </s>: 0.0819",0.4391,9.1743
6515,Tôi nghỉ cty cũ từ tháng 4 và check lương chỉ cs 1 tháng thêm thươnge tết thực nhận là 11tr còn lại toàn 5 6 tr,Tôi nghỉ công ty cũ từ tháng 4 và check lương chỉ có 1 tháng thêm thưởng tết thực nhận là 11 triệu còn lại toàn 5 6 triệu,"<s>: 0.0158, ▁Tôi: 0.0542, ▁nghỉ: 0.006, ▁công: 0.1081, ▁ty: 0.1135, ▁cũ: 0.0156, ▁từ: 0.0291, ▁tháng: 0.0128, ▁4: 0.0094, ▁và: 0.0429, ▁check: 0.0022, ▁lương: 0.0175, ▁chỉ: 0.1508, ▁có: 0.1039, ▁1: 0.0459, ▁tháng: 0.0145, ▁thêm: 0.0255, ▁thưởng: 11.1729, ▁tế: 0.0085, t: 0.0603, ▁thực: 0.0125, ▁nhận: 0.0198, ▁là: 0.11, ▁11: 0.0108, ▁triệu: 0.281, ▁còn: 0.0593, ▁lại: 0.0444, ▁toàn: 0.0062, ▁5: 0.0218, ▁6: 0.0671, ▁triệu: 1.264, </s>: 0.1018",0.4378,11.1729
3846,vs bánh của bà là ai đặt ròi ms bdau đổ để bánh nóng và ngonnnnn ớ,với bánh của bà là ai đặt rồi mới bắt đầu đổ để bánh nóng và ngon á,"<s>: 0.0147, ▁với: 0.3051, ▁bánh: 0.0077, ▁của: 0.1952, ▁bà: 0.0972, ▁là: 0.1205, ▁ai: 0.0602, ▁đặt: 0.0068, ▁rồi: 0.0711, ▁mới: 0.05, ▁bắt: 0.0117, ▁đầu: 0.0023, ▁đổ: 0.0008, ▁để: 0.0754, ▁bánh: 0.003, ▁nóng: 0.0056, ▁và: 0.1291, ▁ngon: 0.008, ▁á: 7.4681, </s>: 0.1066",0.437,7.4681
