sentence,list
Bảo tàng sẽ đóng cửa trong 10' nữa.,"['Bảo', 'tàng', 'sẽ', 'đóng', 'cửa', 'trong', ""10'"", 'nữa.']"
Và có 1 người luôn nghe điện.,"['Và', 'có', '1', 'người', 'luôn', 'nghe', 'điện.']"
Anh chắc... nếu chỉ cần em nói là em vẫn còn yêu anh.,"['Anh', 'chắc...', 'nếu', 'chỉ', 'cần', 'em', 'nói', 'là', 'em', 'vẫn', 'còn', 'yêu', 'anh.']"
"tôi đến chuộc cho kim sơn trảo vợ yêu anh bạn, mở cửa cho tôi nhanh nhanh vợ tôi","['tôi', 'đến', 'chuộc', 'cho', 'kim', 'sơn', 'trảo', 'vợ', 'yêu', 'anh', 'bạn,', 'mở', 'cửa', 'cho', 'tôi', 'nhanh', 'nhanh', 'vợ', 'tôi']"
An toàn trước cái gì cơ chứ?,"['An', 'toàn', 'trước', 'cái', 'gì', 'cơ', 'chứ?']"
Tên cậu là cái kiểu gì vậy?,"['Tên', 'cậu', 'là', 'cái', 'kiểu', 'gì', 'vậy?']"
"Trước hết, chúng sẽ thấy cái mương này.","['Trước', 'hết,', 'chúng', 'sẽ', 'thấy', 'cái', 'mương', 'này.']"
Ta là người đầu tiên ra ngoài sao?,"['Ta', 'là', 'người', 'đầu', 'tiên', 'ra', 'ngoài', 'sao?']"
Đó là vùng đất có nhiều tài nguyên mà những người dân đang sống.,"['Đó', 'là', 'vùng', 'đất', 'có', 'nhiều', 'tài', 'nguyên', 'mà', 'những', 'người', 'dân', 'đang', 'sống.']"
Mỗi lần con mò ra ngoài là con lại gây ra thảm họa lớn hơn.,"['Mỗi', 'lần', 'con', 'mò', 'ra', 'ngoài', 'là', 'con', 'lại', 'gây', 'ra', 'thảm', 'họa', 'lớn', 'hơn.']"
Tôi đã bảo anh kia là không phải tôi.,"['Tôi', 'đã', 'bảo', 'anh', 'kia', 'là', 'không', 'phải', 'tôi.']"
Tôi không để bị ép buộc phải chết giết người dân mình đâu.,"['Tôi', 'không', 'để', 'bị', 'ép', 'buộc', 'phải', 'chết', 'giết', 'người', 'dân', 'mình', 'đâu.']"
Một người bạn tôi đã từng trượt tuyết ở Clagsby Hill.,"['Một', 'người', 'bạn', 'tôi', 'đã', 'từng', 'trượt', 'tuyết', 'ở', 'Clagsby', 'Hill.']"
"Cô có một gương mặt rất ""como un burro"".","['Cô', 'có', 'một', 'gương', 'mặt', 'rất', '""como', 'un', 'burro"".']"
áo quần của 2 người đã khô.,"['áo', 'quần', 'của', '2', 'người', 'đã', 'khô.']"
"Nhìn xem , nó ở trong ngôi nhà nước Nga nhỏ màu xanh này.","['Nhìn', 'xem', ',', 'nó', 'ở', 'trong', 'ngôi', 'nhà', 'nước', 'Nga', 'nhỏ', 'màu', 'xanh', 'này.']"
Nó là ống giảm thanh made in Châu Âu,"['Nó', 'là', 'ống', 'giảm', 'thanh', 'made', 'in', 'Châu', 'Âu']"
Tôi bảo ông ấy ở lại bên trong xe.,"['Tôi', 'bảo', 'ông', 'ấy', 'ở', 'lại', 'bên', 'trong', 'xe.']"
Cháu nên bỏ cái cái máy Wii đó đi và ra chơi thật.,"['Cháu', 'nên', 'bỏ', 'cái', 'cái', 'máy', 'Wii', 'đó', 'đi', 'và', 'ra', 'chơi', 'thật.']"
Lucas Lee với cậu đâu có quan trọng.,"['Lucas', 'Lee', 'với', 'cậu', 'đâu', 'có', 'quan', 'trọng.']"
- Anh nhìn nó giống chuyện gì?,"['-', 'Anh', 'nhìn', 'nó', 'giống', 'chuyện', 'gì?']"
I'll sacrifice a bull to appease the gods in our venture.,"[""I'll"", 'sacrifice', 'a', 'bull', 'to', 'appease', 'the', 'gods', 'in', 'our', 'venture.']"
Vậy anh muốn nói là cũng có khi anh không được?,"['Vậy', 'anh', 'muốn', 'nói', 'là', 'cũng', 'có', 'khi', 'anh', 'không', 'được?']"
- Anh không được đậu ở khu dành cho người tàn tật.,"['-', 'Anh', 'không', 'được', 'đậu', 'ở', 'khu', 'dành', 'cho', 'người', 'tàn', 'tật.']"
"Nhưng ông phải hiểu, nó là thứ duy nhất mà tôi có.","['Nhưng', 'ông', 'phải', 'hiểu,', 'nó', 'là', 'thứ', 'duy', 'nhất', 'mà', 'tôi', 'có.']"
Hóa ra anh đúng về chuyện El Chuẩn Men nhỉ?,"['Hóa', 'ra', 'anh', 'đúng', 'về', 'chuyện', 'El', 'Chuẩn', 'Men', 'nhỉ?']"
Tôi không có vấn đề với cô.,"['Tôi', 'không', 'có', 'vấn', 'đề', 'với', 'cô.']"
"Thực tế, tôi thấy rằng các anh được trả công không xứng đáng.","['Thực', 'tế,', 'tôi', 'thấy', 'rằng', 'các', 'anh', 'được', 'trả', 'công', 'không', 'xứng', 'đáng.']"
Các cậu quên là mình đang cưỡi rồng cùng với ai sao?,"['Các', 'cậu', 'quên', 'là', 'mình', 'đang', 'cưỡi', 'rồng', 'cùng', 'với', 'ai', 'sao?']"
Ta không có thứ xa xỉ đó.,"['Ta', 'không', 'có', 'thứ', 'xa', 'xỉ', 'đó.']"
Tôi đưa cho chúng tôi một pizza!,"['Tôi', 'đưa', 'cho', 'chúng', 'tôi', 'một', 'pizza!']"
"Vì các đối tượng luôn thay đổi ý nghĩ của họ, liên tục","['Vì', 'các', 'đối', 'tượng', 'luôn', 'thay', 'đổi', 'ý', 'nghĩ', 'của', 'họ,', 'liên', 'tục']"
Anh là 1 người thông mình và có tài nhưng lại sợ sử dụng khả năng đó anh lại bì trừ 1 điểm.,"['Anh', 'là', '1', 'người', 'thông', 'mình', 'và', 'có', 'tài', 'nhưng', 'lại', 'sợ', 'sử', 'dụng', 'khả', 'năng', 'đó', 'anh', 'lại', 'bì', 'trừ', '1', 'điểm.']"
"Nhưng đừng lo, tao sẽ tuồn được.","['Nhưng', 'đừng', 'lo,', 'tao', 'sẽ', 'tuồn', 'được.']"
Vì chúng ta đã mang kho báu ra đây cả rồi ... tớ cũng cần phải thú nhận 1 điều.,"['Vì', 'chúng', 'ta', 'đã', 'mang', 'kho', 'báu', 'ra', 'đây', 'cả', 'rồi', '...', 'tớ', 'cũng', 'cần', 'phải', 'thú', 'nhận', '1', 'điều.']"
Tôi Çang tìm mt góc yên tïnh.,"['Tôi', 'Çang', 'tìm', 'mt', 'góc', 'yên', 'tïnh.']"
"Chuyện này chỉ gây họa cho nước nhà, cho bá tánh.","['Chuyện', 'này', 'chỉ', 'gây', 'họa', 'cho', 'nước', 'nhà,', 'cho', 'bá', 'tánh.']"
Tôi nghĩ cổ là loại người dứt khoát phải kết hôn... với ai đó.,"['Tôi', 'nghĩ', 'cổ', 'là', 'loại', 'người', 'dứt', 'khoát', 'phải', 'kết', 'hôn...', 'với', 'ai', 'đó.']"
Vì nó xảy ra như thế này thôi,"['Vì', 'nó', 'xảy', 'ra', 'như', 'thế', 'này', 'thôi']"
Có lẽ chúng ta nên ngừng nói chuyện một lát.,"['Có', 'lẽ', 'chúng', 'ta', 'nên', 'ngừng', 'nói', 'chuyện', 'một', 'lát.']"
Đó là chuyện hai tháng trước rồi.,"['Đó', 'là', 'chuyện', 'hai', 'tháng', 'trước', 'rồi.']"
Anh có tăng điện thế lên không?,"['Anh', 'có', 'tăng', 'điện', 'thế', 'lên', 'không?']"
Bố không định đánh thức con đâu.,"['Bố', 'không', 'định', 'đánh', 'thức', 'con', 'đâu.']"
Không ai trong chúng tôi quan tâm gia đình anh ta như thế nào.,"['Không', 'ai', 'trong', 'chúng', 'tôi', 'quan', 'tâm', 'gia', 'đình', 'anh', 'ta', 'như', 'thế', 'nào.']"
"- Chúng tôi đang lên, thưa Thượng sỹ.","['-', 'Chúng', 'tôi', 'đang', 'lên,', 'thưa', 'Thượng', 'sỹ.']"
Tôi bị nhốt trong 1 cái bình đựng tro 10 năm.,"['Tôi', 'bị', 'nhốt', 'trong', '1', 'cái', 'bình', 'đựng', 'tro', '10', 'năm.']"
Tôi sẽ lấy tiền cho các anh.,"['Tôi', 'sẽ', 'lấy', 'tiền', 'cho', 'các', 'anh.']"
- Xin lỗi vì sự mất bình tĩnh của tôi.,"['-', 'Xin', 'lỗi', 'vì', 'sự', 'mất', 'bình', 'tĩnh', 'của', 'tôi.']"
Mọi thứ người ta cung cấp cho chúng ta thật khủng khiếp.,"['Mọi', 'thứ', 'người', 'ta', 'cung', 'cấp', 'cho', 'chúng', 'ta', 'thật', 'khủng', 'khiếp.']"
"Anh phải ra khỏi đây, anh bạn ạ.","['Anh', 'phải', 'ra', 'khỏi', 'đây,', 'anh', 'bạn', 'ạ.']"
"Ý em là, nếu ở sân bóng chày thì có thể chỉ 50 ngàn.","['Ý', 'em', 'là,', 'nếu', 'ở', 'sân', 'bóng', 'chày', 'thì', 'có', 'thể', 'chỉ', '50', 'ngàn.']"
"vì thế hãy chắc chắn, mọi thứ thế nào rồi Joost?","['vì', 'thế', 'hãy', 'chắc', 'chắn,', 'mọi', 'thứ', 'thế', 'nào', 'rồi', 'Joost?']"
Mi có sÙc Ç quÀn thäo chÙ.,"['Mi', 'có', 'sÙc', 'Ç', 'quÀn', 'thäo', 'chÙ.']"
"Ồ, cô không cần phải lo đâu Rồi mọi chuyện cũng sẽ qua thôi","['Ồ,', 'cô', 'không', 'cần', 'phải', 'lo', 'đâu', 'Rồi', 'mọi', 'chuyện', 'cũng', 'sẽ', 'qua', 'thôi']"
Vợ của anh đã nhấn chìm bọn chúng trong 1 cabin gần hồ,"['Vợ', 'của', 'anh', 'đã', 'nhấn', 'chìm', 'bọn', 'chúng', 'trong', '1', 'cabin', 'gần', 'hồ']"
"Đó chỉ là trong nháy mắt, nó không kéo dài.","['Đó', 'chỉ', 'là', 'trong', 'nháy', 'mắt,', 'nó', 'không', 'kéo', 'dài.']"
"Vì vậy, chúng tôi đã hợp sức lại và oánh hết bọn cầu thủ.","['Vì', 'vậy,', 'chúng', 'tôi', 'đã', 'hợp', 'sức', 'lại', 'và', 'oánh', 'hết', 'bọn', 'cầu', 'thủ.']"
Nó đếch có tý vần điệu nào.,"['Nó', 'đếch', 'có', 'tý', 'vần', 'điệu', 'nào.']"
Mục tiêu chung của chúng ta là nhìn thấy thế giới phát nổ,"['Mục', 'tiêu', 'chung', 'của', 'chúng', 'ta', 'là', 'nhìn', 'thấy', 'thế', 'giới', 'phát', 'nổ']"
"Này, đem mấy đứa nhỏ về nhà ngay đi!","['Này,', 'đem', 'mấy', 'đứa', 'nhỏ', 'về', 'nhà', 'ngay', 'đi!']"
"Có 1 chút thuốc trong đó, 1 chút heroin","['Có', '1', 'chút', 'thuốc', 'trong', 'đó,', '1', 'chút', 'heroin']"
Tôi không thể liều lĩnh khi đứa bé chưa ra đời,"['Tôi', 'không', 'thể', 'liều', 'lĩnh', 'khi', 'đứa', 'bé', 'chưa', 'ra', 'đời']"
Có lẽ con ma Phát nó biết nếu nó tiếp tục ăn thứ đồ dơ đó,"['Có', 'lẽ', 'con', 'ma', 'Phát', 'nó', 'biết', 'nếu', 'nó', 'tiếp', 'tục', 'ăn', 'thứ', 'đồ', 'dơ', 'đó']"
"Tôi vừa quyết định, tôi không thích cô!","['Tôi', 'vừa', 'quyết', 'định,', 'tôi', 'không', 'thích', 'cô!']"
"- Tục ngữ Trung Quốc đấy, Ngài Holmes.","['-', 'Tục', 'ngữ', 'Trung', 'Quốc', 'đấy,', 'Ngài', 'Holmes.']"
làm thế nào mà các bạn vẫn giữ được sự lãng mạn này vậy?,"['làm', 'thế', 'nào', 'mà', 'các', 'bạn', 'vẫn', 'giữ', 'được', 'sự', 'lãng', 'mạn', 'này', 'vậy?']"
Nhưng anh biết kẻ xấu nhất trong mắt tôi là thế nào không?,"['Nhưng', 'anh', 'biết', 'kẻ', 'xấu', 'nhất', 'trong', 'mắt', 'tôi', 'là', 'thế', 'nào', 'không?']"
Tôi có 1 bồn tắm nóng đang đun..,"['Tôi', 'có', '1', 'bồn', 'tắm', 'nóng', 'đang', 'đun..']"
"- Tôi không muốn giết anh, Ngài Holmes.","['-', 'Tôi', 'không', 'muốn', 'giết', 'anh,', 'Ngài', 'Holmes.']"
Ta ở đây chờ tin các con,"['Ta', 'ở', 'đây', 'chờ', 'tin', 'các', 'con']"
Ảnh cũng là giáo viên của chị tôi nhưng chúng tôi học khác lớp.,"['Ảnh', 'cũng', 'là', 'giáo', 'viên', 'của', 'chị', 'tôi', 'nhưng', 'chúng', 'tôi', 'học', 'khác', 'lớp.']"
"em nghĩ là do chúng ta chưa chuẩn bị kĩ cho chuyện này, anh nghĩ đúng không?","['em', 'nghĩ', 'là', 'do', 'chúng', 'ta', 'chưa', 'chuẩn', 'bị', 'kĩ', 'cho', 'chuyện', 'này,', 'anh', 'nghĩ', 'đúng', 'không?']"
Anh là tay viết lách của hắn Chắc hẳn hắn sẽ cho anh ghi âm,"['Anh', 'là', 'tay', 'viết', 'lách', 'của', 'hắn', 'Chắc', 'hẳn', 'hắn', 'sẽ', 'cho', 'anh', 'ghi', 'âm']"
- cứ như bà ta được móm lời.,"['-', 'cứ', 'như', 'bà', 'ta', 'được', 'móm', 'lời.']"
Bởi vì đó chính là cái mà 1 cô gái thông minh muốn làm.,"['Bởi', 'vì', 'đó', 'chính', 'là', 'cái', 'mà', '1', 'cô', 'gái', 'thông', 'minh', 'muốn', 'làm.']"
Là tên anh họ đồng tính của cô ấy,"['Là', 'tên', 'anh', 'họ', 'đồng', 'tính', 'của', 'cô', 'ấy']"
"Thằng bé Nando khủng khiếp đó, đúng là phiền toái.","['Thằng', 'bé', 'Nando', 'khủng', 'khiếp', 'đó,', 'đúng', 'là', 'phiền', 'toái.']"
Chỉ là một nghề nghiệp bình thường ở Mỹ hoặc trên thế giới,"['Chỉ', 'là', 'một', 'nghề', 'nghiệp', 'bình', 'thường', 'ở', 'Mỹ', 'hoặc', 'trên', 'thế', 'giới']"
Các cánh đồng đã được gieo hạt.,"['Các', 'cánh', 'đồng', 'đã', 'được', 'gieo', 'hạt.']"
dường như là cái bánh bị đâm 2 lần anh có 1 cái bánh dự trữ ở trong cái xe tải kia đúng không?,"['dường', 'như', 'là', 'cái', 'bánh', 'bị', 'đâm', '2', 'lần', 'anh', 'có', '1', 'cái', 'bánh', 'dự', 'trữ', 'ở', 'trong', 'cái', 'xe', 'tải', 'kia', 'đúng', 'không?']"
Tớ đã làm hỏng những cuộc hôn nhân của mình.,"['Tớ', 'đã', 'làm', 'hỏng', 'những', 'cuộc', 'hôn', 'nhân', 'của', 'mình.']"
 Hãy nâng ly chúc mừng Jerry.,"['Hãy', 'nâng', 'ly', 'chúc', 'mừng', 'Jerry.']"
là 1 người đàng ông không có nghĩ là được quyết định người khác phải mặc gì ...,"['là', '1', 'người', 'đàng', 'ông', 'không', 'có', 'nghĩ', 'là', 'được', 'quyết', 'định', 'người', 'khác', 'phải', 'mặc', 'gì', '...']"
Dùng để đánh vào đầu gối và bụng.,"['Dùng', 'để', 'đánh', 'vào', 'đầu', 'gối', 'và', 'bụng.']"
"Từ khi ta vào hoàng cung năm 14 tuổi,","['Từ', 'khi', 'ta', 'vào', 'hoàng', 'cung', 'năm', '14', 'tuổi,']"
Tượng phật được bao quanh bởi bóng tối.,"['Tượng', 'phật', 'được', 'bao', 'quanh', 'bởi', 'bóng', 'tối.']"
Anh ta là cớm nên nghe mọi chuyện.,"['Anh', 'ta', 'là', 'cớm', 'nên', 'nghe', 'mọi', 'chuyện.']"
Cây sồi ngàn năm tuổi... bị đốn để làm đẹp cảnh quan!,"['Cây', 'sồi', 'ngàn', 'năm', 'tuổi...', 'bị', 'đốn', 'để', 'làm', 'đẹp', 'cảnh', 'quan!']"
"Tôi đã trốn thoát, và những người đào tạo tôi đang truy đuổi tôi.","['Tôi', 'đã', 'trốn', 'thoát,', 'và', 'những', 'người', 'đào', 'tạo', 'tôi', 'đang', 'truy', 'đuổi', 'tôi.']"
vì họ mặc áo choàng không tay...,"['vì', 'họ', 'mặc', 'áo', 'choàng', 'không', 'tay...']"
Con không biết điều gì đang xảy ra nữa.,"['Con', 'không', 'biết', 'điều', 'gì', 'đang', 'xảy', 'ra', 'nữa.']"
Điều thú vị là tờ 20 đô này còn không đáng giá với cân nặng của nó trong Oxycodone.,"['Điều', 'thú', 'vị', 'là', 'tờ', '20', 'đô', 'này', 'còn', 'không', 'đáng', 'giá', 'với', 'cân', 'nặng', 'của', 'nó', 'trong', 'Oxycodone.']"
Đạo luật Đăng ký người đột biến tiếp tục thu hút...,"['Đạo', 'luật', 'Đăng', 'ký', 'người', 'đột', 'biến', 'tiếp', 'tục', 'thu', 'hút...']"
Họ sẽ xuất hiện vào tối thứ Sáu tại trường trung học.,"['Họ', 'sẽ', 'xuất', 'hiện', 'vào', 'tối', 'thứ', 'Sáu', 'tại', 'trường', 'trung', 'học.']"
"Hey, Lists, cậu sẽ sửa nó nhé.","['Hey,', 'Lists,', 'cậu', 'sẽ', 'sửa', 'nó', 'nhé.']"
Cô có chắc là cô ko thể ở lại?,"['Cô', 'có', 'chắc', 'là', 'cô', 'ko', 'thể', 'ở', 'lại?']"
"Nào, để thầy ngăn mày lại ở đó, được chứ?","['Nào,', 'để', 'thầy', 'ngăn', 'mày', 'lại', 'ở', 'đó,', 'được', 'chứ?']"
"Hay có nhiều tình nhân đẹp như ông, Gaius.","['Hay', 'có', 'nhiều', 'tình', 'nhân', 'đẹp', 'như', 'ông,', 'Gaius.']"
"1 vs 4, thật là điên rồi.","['1', 'vs', '4,', 'thật', 'là', 'điên', 'rồi.']"
Tôi nghĩ rằng có rất nhiều những điều tôi đã chưa làm,"['Tôi', 'nghĩ', 'rằng', 'có', 'rất', 'nhiều', 'những', 'điều', 'tôi', 'đã', 'chưa', 'làm']"
"Mày muốn gì đó đặc biệt, hả?","['Mày', 'muốn', 'gì', 'đó', 'đặc', 'biệt,', 'hả?']"
"Và tất nhiên, vì sự hợp tác lâu dài của tôi với gia đình...","['Và', 'tất', 'nhiên,', 'vì', 'sự', 'hợp', 'tác', 'lâu', 'dài', 'của', 'tôi', 'với', 'gia', 'đình...']"
Có ai muốn hỏi gì không ?,"['Có', 'ai', 'muốn', 'hỏi', 'gì', 'không', '?']"
Incantus là sách giáo khoa của cúng ta.,"['Incantus', 'là', 'sách', 'giáo', 'khoa', 'của', 'cúng', 'ta.']"
Chúng ta nói chuyện trong đó cả giờ đồng hồ,"['Chúng', 'ta', 'nói', 'chuyện', 'trong', 'đó', 'cả', 'giờ', 'đồng', 'hồ']"
- Người của tôi bị tấn công.,"['-', 'Người', 'của', 'tôi', 'bị', 'tấn', 'công.']"
"Anh có chiếc xe nhanh nhất, ngoại trừ chiếc Porsche ra.","['Anh', 'có', 'chiếc', 'xe', 'nhanh', 'nhất,', 'ngoại', 'trừ', 'chiếc', 'Porsche', 'ra.']"
Ý em là... mời bọn Sách Kỉ lục Ghi-nét khốn kiếp...,"['Ý', 'em', 'là...', 'mời', 'bọn', 'Sách', 'Kỉ', 'lục', 'Ghi-nét', 'khốn', 'kiếp...']"
hơn 1 năm trời nay cô ấy không hề chùi rửa cái ví ấy lần nào.,"['hơn', '1', 'năm', 'trời', 'nay', 'cô', 'ấy', 'không', 'hề', 'chùi', 'rửa', 'cái', 'ví', 'ấy', 'lần', 'nào.']"
Bởi vì bộ phận ấy làm tốt công việc của nó mà,"['Bởi', 'vì', 'bộ', 'phận', 'ấy', 'làm', 'tốt', 'công', 'việc', 'của', 'nó', 'mà']"
"Các quý ngài, hãy thưởng thức đi.","['Các', 'quý', 'ngài,', 'hãy', 'thưởng', 'thức', 'đi.']"
"Thôi đúng rồi, tôi đang rơi tự do.","['Thôi', 'đúng', 'rồi,', 'tôi', 'đang', 'rơi', 'tự', 'do.']"
Anh có vấn đề lớn hơn cần giải quyết,"['Anh', 'có', 'vấn', 'đề', 'lớn', 'hơn', 'cần', 'giải', 'quyết']"
- Tôi muốn tóm cổ con gấu đó.,"['-', 'Tôi', 'muốn', 'tóm', 'cổ', 'con', 'gấu', 'đó.']"
Tắm xong anh lại phải đi làm.,"['Tắm', 'xong', 'anh', 'lại', 'phải', 'đi', 'làm.']"
"Anh ta là bạn của anh Nếu họ làm tổn hại đến anh ta, thì anh phải cứu anh ta","['Anh', 'ta', 'là', 'bạn', 'của', 'anh', 'Nếu', 'họ', 'làm', 'tổn', 'hại', 'đến', 'anh', 'ta,', 'thì', 'anh', 'phải', 'cứu', 'anh', 'ta']"
Chúng ta có việc quan trọng cần làm.,"['Chúng', 'ta', 'có', 'việc', 'quan', 'trọng', 'cần', 'làm.']"
"- Bỏ ta ra, con quỷ xanh kia!","['-', 'Bỏ', 'ta', 'ra,', 'con', 'quỷ', 'xanh', 'kia!']"
Nhưng khi hay tin Thoát Thoát chết.,"['Nhưng', 'khi', 'hay', 'tin', 'Thoát', 'Thoát', 'chết.']"
Sao cô lại biết rõ đến thế?,"['Sao', 'cô', 'lại', 'biết', 'rõ', 'đến', 'thế?']"
Lại nhốt cô ta trong cốp xe 2 ngày,"['Lại', 'nhốt', 'cô', 'ta', 'trong', 'cốp', 'xe', '2', 'ngày']"
"Nhìn này, người nước ngoài có thể chơi cờ tướng đấy.","['Nhìn', 'này,', 'người', 'nước', 'ngoài', 'có', 'thể', 'chơi', 'cờ', 'tướng', 'đấy.']"
anh biết điều có ý nghĩa bây giờ là gì không?,"['anh', 'biết', 'điều', 'có', 'ý', 'nghĩa', 'bây', 'giờ', 'là', 'gì', 'không?']"
Sarang không phải là tay găng-tơ bình thường,"['Sarang', 'không', 'phải', 'là', 'tay', 'găng-tơ', 'bình', 'thường']"
"Bng không, ta së cho mÀy bit tay!","['Bng', 'không,', 'ta', 'së', 'cho', 'mÀy', 'bit', 'tay!']"
"- Anh ấy nói said ""Không ai...""","['-', 'Anh', 'ấy', 'nói', 'said', '""Không', 'ai...""']"
"Vậy hãy cầm lấy, mặc bộ này vào và biến ra khỏi đây ngay đi.","['Vậy', 'hãy', 'cầm', 'lấy,', 'mặc', 'bộ', 'này', 'vào', 'và', 'biến', 'ra', 'khỏi', 'đây', 'ngay', 'đi.']"
Khi có gió mạnh hay động đất..,"['Khi', 'có', 'gió', 'mạnh', 'hay', 'động', 'đất..']"
"Đằng nào chỉ có mỗi cũ, rồi mới hoặc..","['Đằng', 'nào', 'chỉ', 'có', 'mỗi', 'cũ,', 'rồi', 'mới', 'hoặc..']"
TôilàHowardStarktấtcảnhữnggìcầnthiết cho tương lai sẽ tìm thấy ở đây,"['TôilàHowardStarktấtcảnhữnggìcầnthiết', 'cho', 'tương', 'lai', 'sẽ', 'tìm', 'thấy', 'ở', 'đây']"
" Mình à, chẳng phải mình cóchai Louise 18 sao?","['Mình', 'à,', 'chẳng', 'phải', 'mình', 'cóchai', 'Louise', '18', 'sao?']"
Cô ta có liên quan đấy Owen.,"['Cô', 'ta', 'có', 'liên', 'quan', 'đấy', 'Owen.']"
- Và giờ thì ta ra rồi.,"['-', 'Và', 'giờ', 'thì', 'ta', 'ra', 'rồi.']"
- Tôi cần một nơi nào đó gần phòng tắm,"['-', 'Tôi', 'cần', 'một', 'nơi', 'nào', 'đó', 'gần', 'phòng', 'tắm']"
Dạo gần đây anh không thường xuyên tập thể dục,"['Dạo', 'gần', 'đây', 'anh', 'không', 'thường', 'xuyên', 'tập', 'thể', 'dục']"
Ta hy vọng có hành động nhanh.,"['Ta', 'hy', 'vọng', 'có', 'hành', 'động', 'nhanh.']"
"Rachel là con gái chết non của Jennifer Wilson, 14 năm trước.","['Rachel', 'là', 'con', 'gái', 'chết', 'non', 'của', 'Jennifer', 'Wilson,', '14', 'năm', 'trước.']"
Bà có bao giờ gặp 1 bệnh nhân tên là Andrew Laeddis chưa?,"['Bà', 'có', 'bao', 'giờ', 'gặp', '1', 'bệnh', 'nhân', 'tên', 'là', 'Andrew', 'Laeddis', 'chưa?']"
Cái mông này đang giết dần giết mòn tớ.,"['Cái', 'mông', 'này', 'đang', 'giết', 'dần', 'giết', 'mòn', 'tớ.']"
1 người cha giàu có thật là khủng khiếp.,"['1', 'người', 'cha', 'giàu', 'có', 'thật', 'là', 'khủng', 'khiếp.']"
"Thật ra, thưa ngài, có 1 lần tôi đã rất cần tiền","['Thật', 'ra,', 'thưa', 'ngài,', 'có', '1', 'lần', 'tôi', 'đã', 'rất', 'cần', 'tiền']"
Cho tôi một cái giờ cụ thể đi.,"['Cho', 'tôi', 'một', 'cái', 'giờ', 'cụ', 'thể', 'đi.']"
"- Làm ơn đi mà, bếp núc thế là đủ rồi.","['-', 'Làm', 'ơn', 'đi', 'mà,', 'bếp', 'núc', 'thế', 'là', 'đủ', 'rồi.']"
"i xe dă tiêu, th chúng tôi ch?","['i', 'xe', 'dă', 'tiêu,', 'th', 'chúng', 'tôi', 'ch?']"
"- Cắn, nhai, có thể trầy... có bị gì như thế không?","['-', 'Cắn,', 'nhai,', 'có', 'thể', 'trầy...', 'có', 'bị', 'gì', 'như', 'thế', 'không?']"
"Anh ta đã trò chuyện rất lâu... với một bệnh nhân tâm thần phân liệt hoang tưởng, George Noyce.","['Anh', 'ta', 'đã', 'trò', 'chuyện', 'rất', 'lâu...', 'với', 'một', 'bệnh', 'nhân', 'tâm', 'thần', 'phân', 'liệt', 'hoang', 'tưởng,', 'George', 'Noyce.']"
Là ông đang nói hay Yoko Ono thế?,"['Là', 'ông', 'đang', 'nói', 'hay', 'Yoko', 'Ono', 'thế?']"
"Chờ đã, chuyện còn tệ hơn thế nhiều.","['Chờ', 'đã,', 'chuyện', 'còn', 'tệ', 'hơn', 'thế', 'nhiều.']"
Ngài có thân thiết với ngài ấy không?,"['Ngài', 'có', 'thân', 'thiết', 'với', 'ngài', 'ấy', 'không?']"
-Tôi biết là sẽ có câu trả lời.,"['-Tôi', 'biết', 'là', 'sẽ', 'có', 'câu', 'trả', 'lời.']"
"Nói chuyện rồi sẽ phải làm nhân chứng, ông ấy không muốn dây vào đâu.","['Nói', 'chuyện', 'rồi', 'sẽ', 'phải', 'làm', 'nhân', 'chứng,', 'ông', 'ấy', 'không', 'muốn', 'dây', 'vào', 'đâu.']"
"Còn bây giờ, nói cho tôi biết, làm cách nào anh tìm được tôi?","['Còn', 'bây', 'giờ,', 'nói', 'cho', 'tôi', 'biết,', 'làm', 'cách', 'nào', 'anh', 'tìm', 'được', 'tôi?']"
"Tôi bảo vệ họ, dạy họ cách khống chế năng lượng của họ... ..và đúng lúc, dạy người khác làm như vậy.","['Tôi', 'bảo', 'vệ', 'họ,', 'dạy', 'họ', 'cách', 'khống', 'chế', 'năng', 'lượng', 'của', 'họ...', '..và', 'đúng', 'lúc,', 'dạy', 'người', 'khác', 'làm', 'như', 'vậy.']"
Hải quân Mỹ là cơ hội lớn cho những chàng trai trẻ.,"['Hải', 'quân', 'Mỹ', 'là', 'cơ', 'hội', 'lớn', 'cho', 'những', 'chàng', 'trai', 'trẻ.']"
"Nếu con đánh nó, rồi nó sẽ đánh lại con, sẽ không bao giờ kết thúc","['Nếu', 'con', 'đánh', 'nó,', 'rồi', 'nó', 'sẽ', 'đánh', 'lại', 'con,', 'sẽ', 'không', 'bao', 'giờ', 'kết', 'thúc']"
Và nếu anh đang giúp họ lấy lại mấy bản kẽm.,"['Và', 'nếu', 'anh', 'đang', 'giúp', 'họ', 'lấy', 'lại', 'mấy', 'bản', 'kẽm.']"
"Tôi đã ở đây một báo cáo đầy đủ súng Iron Man, biên soạn bởi Đại tá Rhodes.","['Tôi', 'đã', 'ở', 'đây', 'một', 'báo', 'cáo', 'đầy', 'đủ', 'súng', 'Iron', 'Man,', 'biên', 'soạn', 'bởi', 'Đại', 'tá', 'Rhodes.']"
